id,POSITION_X,POSITION_Y,FRAME,ESTIMATED_DIAMETER
5,25.068,15.119,147,3.619
5,25.155,15.633,148,3.681
5,26.267,15.444,149,4.821
5,26.321,15.869,150,3.973
5,26.304,16.001,151,4.582
5,26.114,16.179,152,4.763
5,26.342,17.346,153,4.822
5,26.038,16.656,154,4.762
5,25.86,16.175,155,3.722
5,25.844,15.887,156,3.619
5,26.277,16.049,157,3.722
5,27.029,16.754,158,2.1
5,26.632,17.206,159,4.707
5,26.191,17.803,160,4.822
5,26.384,17.959,161,3.721
5,26.564,17.22,162,2.1
5,26.751,17.802,163,4.794
5,27.368,17.536,164,4.701
5,27.241,18.079,165,4.822
5,27.9,17.897,166,4.705
5,27.228,17.794,167,4.794
5,27.118,17.407,168,4.794
5,27.763,16.928,169,4.705
5,27.485,16.651,170,4.705
5,28.228,16.496,171,4.794
5,28.865,16.39,172,4.794
5,29.322,16.565,173,3.721
5,29.253,16.973,174,4.705
5,29.706,17.503,175,4.822
5,30.22,18.05,176,4.762
5,30.321,18.238,177,4.705
5,30.509,18.307,178,4.705
5,30.523,17.512,179,4.702
5,31.161,16.972,180,4.794
5,30.435,16.966,181,4.794
5,30.637,17.075,182,3.616
5,31.316,16.968,183,4.794
5,32.144,17.541,184,2.1
5,32.603,17.576,185,4.763
5,32.615,17.209,186,2.1
5,32.362,16.688,187,3.619
5,32.43,16.827,188,3.617
5,31.464,17.756,189,3.617
5,31.327,17.045,190,3.618
5,31.237,16.544,191,4.794
5,31.238,15.522,192,2.1
5,31.708,14.826,193,3.722
5,31.894,15.043,194,4.578
5,31.951,15.027,195,3.618
5,32.589,14.589,196,4.794
5,32.944,14.208,197,3.723
5,33.201,14.456,198,4.821
5,32.589,14.411,199,4.794
5,32.403,13.795,200,3.619
5,32.487,13.487,201,3.619
5,32.513,13.487,202,3.619
5,32.639,13.772,203,3.62
5,32.692,12.92,204,3.621
5,33.188,12.697,205,2.1
5,33.021,12.643,206,2.1
5,33.475,13.352,207,2.1
5,34.319,13.234,208,3.621
5,34.032,13.848,209,4.794
5,34.357,13.731,210,3.619
5,34.789,14.119,211,4.794
5,34.859,13.713,212,3.617
5,36.063,12.726,213,3.619
5,36.387,12.387,214,3.62
5,36.343,12.078,215,3.551
5,36.411,11.589,216,4.794
5,36.882,12.418,217,4.763
5,37.024,12.383,218,4.708
5,36.882,12.418,219,4.763
5,36.733,12.444,220,4.821
5,37.648,12.73,221,3.722
5,38.296,12.49,222,3.619
6,4.706,18.66,0,3.722
6,5.187,18.356,1,2.1
6,6.5,18.077,2,3.617
6,6.082,18.62,3,3.722
6,7.475,17.917,4,2.1
6,7.5,18,5,3.55
6,7.766,18.319,6,3.621
6,8.412,19.153,7,3.55
6,7.502,19.815,8,2.1
6,7.792,19.294,9,2.1
6,7.5,18.995,10,2.1
6,7.739,19.234,11,2.1
6,8.2,18.948,12,2.1
6,7.467,18.64,13,2.1
6,6.5,19,14,3.619
6,7.343,18.922,15,3.551
6,7.222,19.065,16,3.62
6,7.493,19.5,17,4.738
6,7.316,19.968,18,4.794
6,7.468,19.516,19,2.1
6,8.109,19.484,20,2.1
6,7.827,19.306,21,2.1
6,7.99,19.861,22,3.723
6,8.59,19.769,23,3.55
6,9,20,24,3.62
6,9.082,20.759,25,3.619
6,8.078,20.343,26,3.551
6,7.483,20.623,27,2.1
6,7.859,20.687,28,4.763
6,8.453,20.775,29,3.618
6,8.632,20.206,30,4.707
6,9,19.661,31,2.1
6,8.988,19.349,32,2.1
6,9.319,19,33,3.62
6,9.566,19.064,34,2.1
6,9.599,19.504,35,4.231
6,9.628,18.52,36,4.707
6,9.524,18.524,37,4.794
6,9.643,18.269,38,3.619
6,9.844,17.861,39,3.62
6,10.304,18.795,40,2.1
6,9.844,18.009,41,3.619
6,10.352,18.27,42,3.722
6,11.522,18.514,43,2.1
6,11.33,18.931,44,3.62
6,11.899,18.141,45,2.1
6,12.35,17.637,46,2.1
6,12.013,17.777,47,3.621
6,11.181,19,48,3.552
6,11.563,18.258,49,2.1
6,11.976,18.371,50,4.22
6,13.264,17.767,51,2.1
6,13.464,17.689,52,3.573
6,13.605,17.516,53,2.1
6,13.923,17.884,54,2.1
6,14.199,17.449,55,2.1
6,14.507,16.779,56,3.551
6,14.4,16.725,57,2.1
6,14.442,16.822,58,2.1
6,14.762,16.586,59,3.619
6,15.476,15.96,60,3.619
6,16.268,15.74,61,4.739
6,16.911,15.482,62,3.722
6,17.299,15.568,63,3.497
6,17.398,15.726,64,3.617
6,17.33,15.931,65,3.62
6,16.624,16.139,66,2.1
6,17.363,16.071,67,3.618
6,17.943,15.699,68,3.548
6,17.709,15.138,69,3.723
6,18.139,15.184,70,3.722
6,17.732,15.094,71,3.722
6,17.684,15.091,72,3.619
6,16.613,14.613,73,3.62
6,15.709,14.138,74,3.723
6,14.647,13.685,75,3.548
6,14.626,14.497,76,4.708
6,14.477,14.568,77,4.794
6,14.589,15.411,78,4.794
6,14.525,15.475,79,2.1
6,14.138,16.291,80,3.723
6,14.352,15.475,81,2.1
6,14.143,16.079,82,3.724
6,14.589,16.411,83,4.794
6,15.167,15.717,84,2.1
6,15.355,15.542,85,2.1
6,15.149,15.543,86,3.62
6,15.41,15.231,87,3.55
6,15.37,15.612,88,3.722
6,15.124,15.204,89,3.722
6,15.303,15.168,90,2.1
6,15.359,15.334,91,3.682
6,16.161,14.067,92,3.621
6,16.602,14.376,93,4.794
6,16.675,13.482,94,2.1
6,16.543,14.149,95,3.62
6,16.475,13.917,96,2.1
6,16.498,13.185,97,2.1
6,15.861,14.184,98,3.722
6,15.895,14.366,99,2.1
6,15.839,13.933,100,3.621
6,15.349,13.457,101,3.722
6,15.428,13.468,102,2.1
6,16.127,13.451,103,2.1
6,16.682,13.072,104,2.1
6,16.217,13.187,105,3.548
6,17.374,13.503,106,4.708
6,17.359,13.308,107,3.685
6,18.213,13.607,108,4.74
6,18.952,13.215,109,4.74
6,19.839,12.933,110,3.621
6,19.52,12.273,111,2.1
6,19.324,12.847,112,2.1
6,19.888,12.589,113,4.794
6,20.064,12.414,114,4.794
6,20.061,12.168,115,2.1
6,20,13,116,3.62
6,20.086,12.361,117,3.62
6,19.243,12.828,118,3.547
6,19.914,12.361,119,3.62
6,20.11,12.493,120,4.874
6,20.201,12.254,121,3.722
6,20.818,11.874,122,3.55
6,21.161,12.067,123,3.621
6,21.673,12.545,124,2.1
6,21.846,12.752,125,3.551
6,22.051,12.698,126,4.708
6,22.496,13.566,127,4.74
6,22.319,14,128,3.62
6,23.161,14.067,129,3.621
6,22.49,14.704,130,3.619
6,22.719,14.167,131,3.62
6,22.411,14.411,132,4.794
6,22.411,14.411,133,4.794
6,22.183,14,134,4.857
6,20.935,14.037,135,2.1
6,22.161,14.067,136,3.621
6,21.382,14.311,137,3.62
6,21.457,13.851,138,3.62
6,21.327,13.955,139,3.618
6,20.762,13.478,140,2.1
6,20.842,13.229,141,2.1
6,20.643,12.731,142,3.619
6,20.707,12.866,143,2.1
6,20.697,13.168,144,2.1
6,20.448,13.452,145,4.794
6,20.732,13.094,146,3.722
6,20.343,13.922,147,3.551
6,20.118,13.908,148,3.619
6,20.291,14.138,149,3.723
6,20.466,14.804,150,3.55
6,20.345,15.083,151,2.1
6,19.845,15.487,152,2.1
7,43.506,28.506,0,2.1
7,43.977,29.233,1,4.794
7,43.621,28.579,2,3.618
7,44.324,28.676,3,2.1
7,43.621,28.579,4,3.618
7,43.319,29.052,5,3.618
7,43.493,29.494,6,3.722
7,42.728,29.611,7,3.547
7,42.745,29.38,8,4.794
7,42.259,29.627,9,3.617
7,42.714,30.234,10,4.794
7,42.948,30.158,11,3.619
7,43.266,31.188,12,2.1
7,42.83,31.237,13,4.857
7,42.995,31.278,14,2.1
7,43.083,31.535,15,2.1
7,42.645,31.226,16,4.857
7,41.769,31.319,17,2.1
7,41.5,30.493,18,4.738
7,42.431,30.528,19,3.681
7,42.662,31.138,20,2.1
7,42.666,30.861,21,2.1
7,42.79,30.398,22,2.1
7,43.038,30.687,23,2.1
7,42.861,30.666,24,2.1
7,42.24,31.386,25,3.72
7,41.399,31.919,26,2.1
7,40.701,31.91,27,2.1
7,41.954,31.617,28,3.682
7,41.348,31.23,29,2.1
7,41.556,31.455,30,4.794
7,41.472,31.49,31,2.1
7,40.788,31.494,32,2.1
7,40.853,31.232,33,2.1
7,40.722,30.861,34,3.616
7,41.127,31.167,35,2.1
7,42.038,31.075,36,3.616
7,42.212,31.494,37,2.1
7,41.788,30.506,38,2.1
7,42.577,31.074,39,3.617
7,42.583,30.864,40,3.618
7,42.646,31.021,41,3.548
7,41.665,29.746,42,4.74
7,41.12,29.217,43,2.1
7,40.826,28.58,44,2.1
7,39.707,28.866,45,2.1
7,40.511,28.609,46,4.794
7,40.09,28.235,47,2.1
7,39.883,27.916,48,2.1
7,39.684,27.579,49,4.794
7,39.583,27.971,50,2.1
7,40.319,28,51,3.62
7,40.665,27.746,52,4.74
7,40.67,28.069,53,3.62
7,40.493,27.841,54,2.1
7,40.293,27.134,55,2.1
7,39.689,27.107,56,3.62
7,39.845,26.487,57,2.1
7,40.483,26.377,58,2.1
7,40.648,27.27,59,3.722
7,41.194,27.325,60,2.1
7,42,27.5,61,2.1
7,42.49,26.704,62,3.619
7,42.343,25.922,63,3.551
7,42.74,25.538,64,2.1
7,43,26,65,3.62
7,42.74,26.462,66,2.1
7,42.929,27.334,67,3.723
7,42.613,27.613,68,3.62
7,42.657,27.922,69,3.551
7,42.475,27.917,70,2.1
7,42.648,27.525,71,2.1
7,42.423,27.289,72,2.1
7,42.305,27.489,73,2.1
7,40.863,26.647,74,3.683
7,40.696,26.987,75,3.618
7,41.161,27.933,76,3.621
7,41,28,77,3.622
7,40.845,28.615,78,2.1
7,40.777,28.432,79,3.547
7,41,28,80,3.62
7,40.449,28.106,81,2.1
7,40.183,27.988,82,3.55
7,39.009,28.79,83,2.1
7,39.214,28.193,84,2.1
7,38.402,27.85,85,2.1
7,38.668,28.311,86,3.568
7,38.205,28.91,87,2.1
7,38.055,29.187,88,2.1
7,38,28.5,89,2.1
7,38.522,28.486,90,2.1
7,38,28,91,2.1
7,37.96,28.353,92,2.1
7,37.822,29.057,93,2.1
7,37.137,29.297,94,3.5
7,38.168,28.939,95,2.1
7,37.899,30.123,96,2.1
7,37.79,29.943,97,2.1
7,38.566,30.496,98,4.74
7,38.866,30.493,99,2.1
7,38.814,29.813,100,3.546
7,38.231,30.022,101,2.1
7,38.672,30.051,102,2.1
7,38.494,30.494,103,2.1
7,38.591,30.4,104,3.619
7,38,29.5,105,3.55
7,37.929,28.785,106,3.55
7,38.256,28.732,107,2.1
7,38.491,29.647,108,3.683
7,38.416,28.749,109,2.1
7,38.782,28.194,110,2.1
7,38.647,28.491,111,3.683
7,37.944,28.624,112,3.618
7,38.5,28.005,113,2.1
7,38.071,28.366,114,3.62
7,38.487,28.487,115,3.619
7,39.143,28.079,116,3.724
7,39.498,27.815,117,2.1
7,39.343,28.078,118,3.551
7,39.475,28.475,119,2.1
7,40.208,28.294,120,2.1
7,40.351,28.439,121,3.62
7,40.458,28.645,122,2.1
7,40.851,29.457,123,3.62
7,40.632,29.632,124,3.497
7,40.377,28.517,125,2.1
7,40.231,28.41,126,3.55
7,40.165,27.835,127,3.622
7,40.657,27.922,128,3.551
7,40.558,28.178,129,2.1
7,40.293,27.866,130,2.1
7,39.59,27.66,131,2.1
7,39,28,132,3.62
7,38.324,27.847,133,2.1
7,37.2,27.744,134,2.1
7,37.737,27.805,135,2.1
7,38.355,27.902,136,2.1
7,38.375,27.909,137,2.1
7,38.066,27.325,138,2.1
7,38.3,27.985,139,2.1
7,38.5,27.995,140,2.1
7,38.657,27.922,141,3.551
7,39.027,27.674,142,2.1
7,39.818,27.874,143,3.55
7,40.061,27.168,144,2.1
7,40.343,27.078,145,3.551
7,39.847,26.789,146,3.724
7,40,26.256,147,3.723
7,40.681,27,148,3.62
7,40.547,26.701,149,2.1
7,41.087,26.871,150,3.619
7,41.056,26.624,151,3.618
7,41.021,26.424,152,2.1
7,40.319,26.948,153,3.618
7,41.293,27.134,154,2.1
7,40.649,27.363,155,2.1
7,40.657,27.078,156,3.551
7,40.74,27.462,157,2.1
7,41.242,27.224,158,2.1
7,41.809,28.236,159,2.1
7,42.359,28.543,160,2.1
7,42.26,28.609,161,2.1
7,43.209,28.601,162,3.681
7,43.33,28.202,163,4.839
7,43.329,28.056,164,3.68
7,42.74,27.538,165,2.1
7,42.218,26.946,166,4.738
7,43.227,26.868,167,2.1
7,43.302,26.989,168,2.1
7,44.118,27.752,169,2.1
7,43.83,27.636,170,4.737
7,43.935,27.439,171,4.839
7,42.724,27.405,172,2.1
7,42.74,27.462,173,2.1
7,44.218,26.29,174,2.1
7,44.014,26.83,175,2.1
7,44.948,26.642,176,4.794
7,45.501,26.993,177,2.1
7,46.204,26.931,178,3.617
7,46.038,25.925,179,3.616
7,46.219,25.965,180,3.615
7,45.855,26.779,181,2.1
7,45.971,27.479,182,4.794
7,46.261,27.424,183,4.738
7,46.164,27.039,184,3.617
7,46.898,26.816,185,2.1
7,46.66,26.894,186,3.615
7,46.148,27.453,187,2.1
7,45.968,27.921,188,2.1
7,46.094,27.993,189,2.1
7,45.695,28.489,190,2.1
7,45.803,28.851,191,2.1
7,45.803,28.851,192,2.1
7,45.319,28.948,193,3.618
7,45.519,27.632,194,4.739
7,46.436,27.78,195,2.1
